group,search_keyword,title,authors,date,publisher,url
Cryptographic and Blockchain-based Authentication,wearable cryptographic authentication,An elliptic curve cryptography based enhanced anonymous authentication protocol for wearable health monitoring systems,"K Sowjanya, M Dasgupta, S Ray",2020,Springer,https://link.springer.com/article/10.1007/s10207-019-00464-9
Cryptographic and Blockchain-based Authentication,wearable cryptographic authentication,Lightweight mutual authentication and privacy-preservation scheme for intelligent wearable devices in industrial-CPS,"MA Jan, F Khan, R Khan, S Mastorakis…",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9290438/
Cryptographic and Blockchain-based Authentication,wearable cryptographic authentication,Design of secure and lightweight authentication protocol for wearable devices environment,"AK Das, M Wazid, N Kumar, MK Khan…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8039175/
Cryptographic and Blockchain-based Authentication,wearable cryptographic authentication,The Emerging Challenges of Wearable Biometric Cryptosystems,"KA Ajlan, T Alsboui, O Alshaikh, I Inuwa-Dute, S Khan…",2024,mdpi.com,https://www.mdpi.com/2410-387X/8/3/27
Cryptographic and Blockchain-based Authentication,wearable cryptographic authentication,Secure and lightweight authentication with key agreement for smart wearable systems,"J Li, N Zhang, J Ni, J Chen, R Du",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9052004/
Cryptographic and Blockchain-based Authentication,wearable cryptographic authentication,Resource-efficient authenticated data sharing mechanism for smart wearable systems,"M Tanveer, M Ahmad, TN Nguyen…",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9875976/
Cryptographic and Blockchain-based Authentication,wearable cryptographic authentication,Security threats and cryptographic protocols for medical wearables,"L Hernández-Álvarez, JJ Bullón Pérez, FK Batista…",2022,mdpi.com,https://www.mdpi.com/2227-7390/10/6/886
Cryptographic and Blockchain-based Authentication,wearable cryptographic authentication,Anonymous authenticated key agreement and group proof protocol for wearable computing,"Y Guo, Z Zhang, Y Guo",2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9312435/
Wireless and Proximity-based Authentication,wearable proximity authentication,Proximity based IoT device authentication,"J Zhang, Z Wang, Z Yang…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8057145/
Wireless and Proximity-based Authentication,wearable proximity authentication,PCASA: Proximity based continuous and secure authentication of personal devices,"P Hu, PH Pathak, Y Shen, H Jin…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7964941/
Wireless and Proximity-based Authentication,wearable proximity authentication,"You walk, we authenticate: lightweight seamless authentication based on gait in wearable IoT systems","P Musale, D Baek, N Werellagama, SS Woo…",2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8672772/
Wireless and Proximity-based Authentication,wearable proximity authentication,Delivery of User Intentionality between Computer and Wearable for Proximity-based Bilateral Authentication,"J Jo, L Eun-Kyu, J Jo",2021,search.proquest.com,https://search.proquest.com/openview/859db6cbb5bed042740d16593784f7a9/1?pq-origsite=gscholar&cbl=5444811
Wireless and Proximity-based Authentication,wearable proximity authentication,Lightweight mutual authentication and privacy-preservation scheme for intelligent wearable devices in industrial-CPS,"MA Jan, F Khan, R Khan, S Mastorakis…",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9290438/
Wireless and Proximity-based Authentication,wearable proximity authentication,A privacy-aware continuous authentication scheme for proximity-based access control,"I Agudo, R Rios, J Lopez",2013,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167404813000874
Wireless and Proximity-based Authentication,wearable proximity authentication,A lightweight mutual authentication with wearable device in location-based mobile edge computing,"CL Chen, ML Chiang, HC Hsieh, CC Liu…",2020,Springer,https://link.springer.com/article/10.1007/s11277-020-07240-2
Wireless and Proximity-based Authentication,wearable proximity authentication,Enhancing security through continuous biometric authentication using wearable sensors,"LD Chhibbar, S Patni, S Todi, A Bhatia, K Tiwari",2024,Elsevier,https://www.sciencedirect.com/science/article/pii/S2542660524003159
Wireless and Proximity-based Authentication,wearable proximity authentication,Survey of proximity based authentication mechanisms for the Industrial Internet of Things,"UM Qureshi, GP Hancke…",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8591118/
Wireless and Proximity-based Authentication,wearable proximity authentication,A survey of wearable devices pairing based on biometric signals,"J Pourbemany, Y Zhu, R Bettati",2023,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10063953/
Wireless and Proximity-based Authentication,wearable Bluetooth authentication,Identification of wearable devices with bluetooth,"H Aksu, AS Uluagac, ES Bentley",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8299447/
Wireless and Proximity-based Authentication,wearable Bluetooth authentication,Bluetooth security in wearable computing applications,"R Bouhenguel, I Mahgoub…",2008,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/4810232/
Wireless and Proximity-based Authentication,wearable Bluetooth authentication,BLE-based authentication protocol for micropayment using wearable device,"NW Lo, A Yohan",2020,Springer,https://link.springer.com/article/10.1007/s11277-020-07153-0
Wireless and Proximity-based Authentication,wearable Bluetooth authentication,Security and privacy threats for bluetooth low energy in iot and wearable devices: A comprehensive survey,"A Barua, MA Al Alamin, MS Hossain…",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9706334/
Wireless and Proximity-based Authentication,wearable Bluetooth authentication,Lightweight authentication protocols for wearable devices,"AK Das, S Zeadally, M Wazid",2017,Elsevier,https://www.sciencedirect.com/science/article/pii/S0045790617305347
Wireless and Proximity-based Authentication,wearable Bluetooth authentication,Every byte matters: Traffic analysis of bluetooth wearable devices,"L Barman, A Dumur, A Pyrgelis…",2021,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3463512
Wireless and Proximity-based Authentication,wearable Bluetooth authentication,An authentication protocol for wearable medical devices,"WJ Long, W Lin",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8263140/
Wireless and Proximity-based Authentication,wearable Bluetooth authentication,Design of secure and lightweight authentication protocol for wearable devices environment,"AK Das, M Wazid, N Kumar, MK Khan…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8039175/
Wireless and Proximity-based Authentication,wearable Bluetooth authentication,A usable and robust continuous authentication framework using wearables,"A Acar, H Aksu, AS Uluagac…",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9001165/
Wireless and Proximity-based Authentication,wearable Bluetooth authentication,"You walk, we authenticate: lightweight seamless authentication based on gait in wearable IoT systems","P Musale, D Baek, N Werellagama, SS Woo…",2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8672772/
Wireless and Proximity-based Authentication,wearable Wi-Fi authentication,Secure user authentication leveraging keystroke dynamics via wi-fi sensing,"Y Gu, Y Wang, M Wang, Z Pan, Z Hu…",2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9527098/
Wireless and Proximity-based Authentication,wearable Wi-Fi authentication,Wearable-User Authentication via Cross-Technology Interference in Heterogeneous Environments,"P Huang, X Zhang, S Yu, L Guo…",2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9647010/
Wireless and Proximity-based Authentication,wearable Wi-Fi authentication,Continuous user authentication by contactless wireless sensing,"F Wang, Z Li, J Han",2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8715810/
Wireless and Proximity-based Authentication,wearable Wi-Fi authentication,"Device-free user authentication, activity classification and tracking using passive Wi-Fi sensing: a deep learning-based approach","V Jayasundara, H Jayasekara…",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9064517/
Wireless and Proximity-based Authentication,wearable Wi-Fi authentication,On-phone CNN model-based implicit authentication to secure IoT wearables,"SV Dibbo, W Cheung, S Vhaduri",2022,Springer,https://link.springer.com/chapter/10.1007/978-3-030-94285-4_2
Wireless and Proximity-based Authentication,wearable Wi-Fi authentication,A novel out-of-band biometrics authentication scheme for wearable devices,"M Mahinderjit Singh, KW Ching…",2020,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/1206212X.2018.1547347
Wireless and Proximity-based Authentication,wearable Wi-Fi authentication,An authentication protocol for wearable medical devices,"WJ Long, W Lin",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8263140/
Wireless and Proximity-based Authentication,wearable Wi-Fi authentication,Identification of wearable devices with bluetooth,"H Aksu, AS Uluagac, ES Bentley",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8299447/
Wireless and Proximity-based Authentication,wearable Wi-Fi authentication,Leveraging Machine Learning for Wi-Fi-based Environmental Continuous Two-Factor Authentication,"AAS AlQahtani, T Alshayeb, M Nabil…",2024,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10409497/
Wireless and Proximity-based Authentication,wearable Wi-Fi authentication,Continuous authentication and authorization for the internet of things,"M Shahzad, MP Singh",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7867716/
Hybrid Authentication,sensor fusion authentication wearable,GaitCode: Gait-based continuous authentication using multimodal learning and wearable sensors,"I Papavasileiou, Z Qiao, C Zhang, W Zhang, J Bi, S Han",2021,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352648320300544
Hybrid Authentication,sensor fusion authentication wearable,Multi-modal biometric-based implicit authentication of wearable device users,"S Vhaduri, C Poellabauer",2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8691571/
Hybrid Authentication,sensor fusion authentication wearable,Multi-sensor information fusion based on machine learning for real applications in human activity recognition: State-of-the-art and research challenges,"S Qiu, H Zhao, N Jiang, Z Wang, L Liu, Y An, H Zhao…",2022,Elsevier,https://www.sciencedirect.com/science/article/pii/S1566253521002311
Hybrid Authentication,sensor fusion authentication wearable,Gait-based continuous authentication using a novel sensor compensation algorithm and geometric features extracted from wearable sensors,"S Lee, S Lee, E Park, J Lee, IY Kim",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9947076/
Hybrid Authentication,sensor fusion authentication wearable,Activity-based person identification using multimodal wearable sensor data,"F Luo, S Khan, Y Huang, K Wu",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9900424/
Hybrid Authentication,sensor fusion authentication wearable,Fusion-Id: A Photoplethysmography and Motion Sensor Fusion Biometric Authenticator With Few-Shot on-Boarding,"H Kumar, HS Mousavi…",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9746592/
Hybrid Authentication,sensor fusion authentication wearable,Wearable Sensor-Based Behavioral User Authentication Using a Hybrid Deep Learning Approach with Squeeze-and-Excitation Mechanism,"S Mekruksavanich, A Jitpattanakul",2024,mdpi.com,https://www.mdpi.com/2073-431X/13/12/337
Hybrid Authentication,sensor fusion authentication wearable,Interpretable passive multi-modal sensor fusion for human identification and activity recognition,"L Yuan, J Andrews, H Mu, A Vakil, R Ewing, E Blasch…",2022,mdpi.com,https://www.mdpi.com/1424-8220/22/15/5787
Hybrid Authentication,sensor fusion authentication wearable,WearIA: Wearable device implicit authentication based on activity information,"Y Zeng, A Pande, J Zhu…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7974305/
Hybrid Authentication,sensor fusion authentication wearable,Keypad entry inference with sensor fusion from mobile and smart wearables,"Y Liu, UM Qureshi, GP Hancke",2022,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167404822002310
Hybrid Authentication,hybrid authentication wearable,A Hybrid Mutual Authentication Approach for Artificial Intelligence of Medical Things,"MA Jan, W Zhang, A Akbar, H Song…",2023,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10255253/
Hybrid Authentication,hybrid authentication wearable,Multi-modal biometric-based implicit authentication of wearable device users,"S Vhaduri, C Poellabauer",2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8691571/
Hybrid Authentication,hybrid authentication wearable,An AI-enabled hybrid lightweight authentication scheme for intelligent IoMT based cyber-physical systems,"M Adil, MK Khan, MM Jadoon, M Attique…",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9737386/
Hybrid Authentication,hybrid authentication wearable,Cooperative privacy preservation for wearable devices in hybrid computing-based smart health,"H Liu, X Yao, T Yang, H Ning",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8371238/
Hybrid Authentication,hybrid authentication wearable,"An efficient, hybrid authentication using ECG and lightweight cryptographic scheme for WBAN","ZU Rehman, S Altaf, S Ahmad, S Huda…",2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9548091/
Hybrid Authentication,hybrid authentication wearable,Wearable Sensor-Based Behavioral User Authentication Using a Hybrid Deep Learning Approach with Squeeze-and-Excitation Mechanism,"S Mekruksavanich, A Jitpattanakul",2024,mdpi.com,https://www.mdpi.com/2073-431X/13/12/337
Hybrid Authentication,hybrid authentication wearable,Estimation and verification of hybrid heart models for personalised medical and wearable devices,"B Barbot, M Kwiatkowska, A Mereacre…",2015,Springer,https://link.springer.com/chapter/10.1007/978-3-319-23401-4_1
Hybrid Authentication,hybrid authentication wearable,A hybrid deep learning system for real-world mobile user authentication using motion sensors,"T Zhu, Z Weng, G Chen, L Fu",2020,mdpi.com,https://www.mdpi.com/1424-8220/20/14/3876
Hybrid Authentication,hybrid authentication wearable,A novel hybrid trustworthy decentralized authentication and data preservation model for digital healthcare IoT based CPS,"MA Almaiah, F Hajjej, A Ali, MF Pasha, O Almomani",2022,mdpi.com,https://www.mdpi.com/1424-8220/22/4/1448
Hybrid Authentication,hybrid authentication wearable,Biometric-based wearable user authentication during sedentary and non-sedentary periods,"S Vhaduri, C Poellabauer",2018,arxiv.org,https://arxiv.org/abs/1811.07060
Emerging Authentication,wearable haptic authentication,Usable user authentication on a smartwatch using vibration,"S Lee, W Choi, DH Lee",2021,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3460120.3484553
Emerging Authentication,wearable haptic authentication,Wristacoustic: through-wrist acoustic response based authentication for smartwatches,"JH Huh, H Shin, HM Kim, E Cheon, Y Song…",2023,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3569473
Emerging Authentication,wearable haptic authentication,Pistis: Replay Attack and Liveness Detection for Gait-Based User Authentication System on Wearable Devices Using Vibration,"W Song, H Jia, M Wang, Y Wu, W Xue…",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9996544/
Emerging Authentication,wearable haptic authentication,A survey of wearable devices pairing based on biometric signals,"J Pourbemany, Y Zhu, R Bettati",2023,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10063953/
Emerging Authentication,wearable haptic authentication,Haptic2FA: Haptics-Based Accessible Two-Factor Authentication for Blind and Low Vision People,"PV Bhole, Z Li, S Bokolia, T Oh, GW Tigwell…",2024,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3676509
Emerging Authentication,wearable haptic authentication,The vibration knows who you are! A further analysis on usable authentication for smartwatch users,"S Lee, W Choi, DH Lee",2023,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167404822004321
Emerging Authentication,wearable haptic authentication,Exploiting ambient light sensor for authentication on wearable devices,"H Yoon, SH Park, KT Lee",2015,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7491569/
Emerging Authentication,wearable haptic authentication,User Authentication Mechanisms Based on Immersive Technologies: A Systematic Review,"I Anastasaki, G Drosatos, G Pavlidis, K Rantos",2023,mdpi.com,https://www.mdpi.com/2078-2489/14/10/538
Emerging Authentication,wearable haptic authentication,Developing a New Haptic Passcode for User Authentication with a Personal ID Tag to Prevent Copying Attacks,"S Lee, K Song, S Kim",2019,mdpi.com,https://www.mdpi.com/2076-3417/9/24/5520
Emerging Authentication,wearable haptic authentication,Camera based two factor authentication through mobile and wearable devices,"M Azimpourkivi, U Topkara, B Carbunar",2017,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3131904
Emerging Authentication,wearable thermal authentication,Wearable authentication device for transparent login in nomadic applications environment,"S Ojala, J Keinanen, J Skytta",2008,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/4746862/
Emerging Authentication,wearable thermal authentication,Smart watch based body-temperature authentication,"TS Enamamu, N Clarke…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8123790/
Emerging Authentication,wearable thermal authentication,Conducting and Mitigating Portable Thermal Imaging Attacks on User Authentication using AI-driven Methods,"SA Macdonald, NMT Alotaibi, MS Islam…",2023,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3582700.3583698
Emerging Authentication,wearable thermal authentication,Beat-PIN A User Authentication Mechanism for Wearable Devices Through Secret Beats,"B Hutchins, A Reddy, W Jin, M Zhou, M Li…",2018,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3196494.3196543
Emerging Authentication,wearable thermal authentication,Wearable Authentication Device with Biometrical Intrusion Prevention System,"S De Magalhães, H Santos, M De Araújo…",2006,academia.edu,https://www.academia.edu/download/68082779/Wearable_authentication_device_with_biom20210714-2807-8mfb6i.pdf
Emerging Authentication,wearable thermal authentication,EarEcho: Using ear canal echo for wearable authentication,"Y Gao, W Wang, VV Phoha, W Sun, Z Jin",2019,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3351239
Emerging Authentication,wearable thermal authentication,Wristpass: Secure wearable continuous authentication via ultrasonic sensing,"X Fang, J Liu, Y Chen, X Xu…",2024,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10682871/
Emerging Authentication,wearable thermal authentication,Watchid: Wearable device authentication via reprogrammable vibration,"JQ Cheng, Z Wang, Y Wang, T Zhao, H Wan…",2021,Springer,https://link.springer.com/chapter/10.1007/978-3-030-94822-1_53
Emerging Authentication,wearable thermal authentication,EarSlide: a Secure Ear Wearables Biometric Authentication Based on Acoustic Fingerprint,"Z Wang, Y Wang, J Yang",2024,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3643515
Emerging Authentication,wearable thermal authentication,Modified Lamport Merkle Digital Signature blockchain framework for authentication of internet of things healthcare data,"A Mehbodniya, JL Webber, R Neware, F Arslan…",2022,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.12978
Emerging Authentication,wearable breath-based authentication,Personalized breath-based biometric authentication with wearable multimodality,"C Pham, MH Bui, VA Tran, AD Vu…",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9965399/
Emerging Authentication,wearable breath-based authentication,Personalized breath based biometric authentication with wearable multimodality,"MH Bui, VA Tran, C Pham",2021,arxiv.org,https://arxiv.org/abs/2110.15941
Emerging Authentication,wearable breath-based authentication,Implicit IoT authentication using on-phone ANN models and breathing data,"S Vhaduri, SV Dibbo, W Cheung",2023,Elsevier,https://www.sciencedirect.com/science/article/pii/S2542660523003268
Emerging Authentication,wearable breath-based authentication,User authentication system based on human exhaled breath physics,"M Karunanethy, R Tripathi, MV Panchagnula…",2024,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0301971
Emerging Authentication,wearable breath-based authentication,Don't Speak Anything: Deep Breath-Based Authentication Utilizing Sonar Signals on Smartphones,"K Zheng, J Qiu, D Zhu, X Wang…",2024,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10821947/
Emerging Authentication,wearable breath-based authentication,BreathPass: Ultrasounic Authentication by Chest and Abdomen Movement while Breathing,"L Li, F Dang, D Liu, Z Cao",2024,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10763551/
Emerging Authentication,wearable breath-based authentication,Breath as a Biomarker: A Survey of Contact and Contactless Applications and Approaches in Respiratory Monitoring,"AA Wakili, W Jung, B Asaju",Available at SSRN 5107785,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5107785
Emerging Authentication,wearable breath-based authentication,mWIoTAuth: Multi-wearable data-driven implicit IoT authentication,"S Vhaduri, SV Dibbo, A Muratyan, W Cheung",2024,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X24002577
Emerging Authentication,wearable breath-based authentication,ExHIBit: Breath-based augmentative and alternative communication solution using commercial RFID devices,"Q Wang, J Zhao, S Xu, K Zhang, D Li, R Bai…",2022,Elsevier,https://www.sciencedirect.com/science/article/pii/S0020025522006600
Emerging Authentication,wearable breath-based authentication,Person Identification Using Bronchial Breath Sounds Recorded by Mobile Devices,"VT Tran, YL Lin, WH Tsai",2023,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10132472/
Emerging Authentication,wearable skin conductivity authentication,Deep‐Learning‐Assisted Thermogalvanic Hydrogel E‐Skin for Self‐Powered Signature Recognition and Biometric Authentication,"N Li, Z Wang, X Yang, Z Zhang…",2024,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202314419
Emerging Authentication,wearable skin conductivity authentication,Wearable authentication device for transparent login in nomadic applications environment,"S Ojala, J Keinanen, J Skytta",2008,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/4746862/
Emerging Authentication,wearable skin conductivity authentication,Recent advances in biometrics-based user authentication for wearable devices: A contemporary survey,"S Liu, W Shao, T Li, W Xu, L Song",2022,Elsevier,https://www.sciencedirect.com/science/article/pii/S1051200421001597
Emerging Authentication,wearable skin conductivity authentication,A Continuous User Authentication System Based on Galvanic Coupling Communication for s‐Health,"F Nakayama, P Lenz, S Banou…",2019,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1155/2019/9361017
Emerging Authentication,wearable skin conductivity authentication,A conformable imager for biometric authentication and vital sign measurement,"T Yokota, T Nakamura, H Kato, M Mochizuki…",2020,nature.com,https://www.nature.com/articles/s41928-019-0354-7
Emerging Authentication,wearable skin conductivity authentication,Towards touch-to-access device authentication using induced body electric potentials,"Z Yan, Q Song, R Tan, Y Li, AWK Kong",2019,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3300061.3300118
Emerging Authentication,wearable skin conductivity authentication,Bionic tribo-sensors with sweat and smudge-resistant as electronic skin for personal authentication,"W Liu, S Zeng, Q Wang, W Cao, K Li, X Zeng, L Guo…",2024,Elsevier,https://www.sciencedirect.com/science/article/pii/S2211285524001472
Emerging Authentication,wearable skin conductivity authentication,Development of miniaturized wearable wristband type surface EMG measurement system for biometric authentication,"S Shin, M Kang, J Jung, YT Kim",2021,mdpi.com,https://www.mdpi.com/2079-9292/10/8/923
Emerging Authentication,wearable skin conductivity authentication,Topology optimization of ionic organohydrogel tactile sensing for wearable authenticator,"W Wu, T Jiang, M Li, S Zhang, Y Li, H Jiang",2025,Elsevier,https://www.sciencedirect.com/science/article/pii/S1385894724098528
Emerging Authentication,wearable skin conductivity authentication,Wearable Authentication Device with Biometrical Intrusion Prevention System,"S De Magalhães, H Santos, M De Araújo…",2006,academia.edu,https://www.academia.edu/download/68082779/Wearable_authentication_device_with_biom20210714-2807-8mfb6i.pdf
