category,subcategory,title,authors,date,year,Accuracy,BER,EER,F1,FAR,FPR,FNR,FRR,Precision,Recall,TPR,Device,Proposed Scheme,Target Goal,open science,publisher,url,cite
Hybrid Authentication,Hybrid Authentication ,Biometric-based wearable user authentication during sedentary and non-sedentary periods,"S Vhaduri, C Poellabauer",2018,2018,92% and 88%,,,,,,,,,,,Wearables,"An implicit wearable device user authentication mechanism using combinations of three types of coarse-grained minute-level biometrics: behavioral (step counts), physiological (heart rate), and hybrid (calorie burn and metabolic equivalent of task)",User authentication,No,arxiv.org,https://arxiv.org/abs/1811.07060,~\cite{vhaduri2018biometric}
Hybrid Authentication,Hybrid Authentication ,A hybrid deep learning system for real-world mobile user authentication using motion sensors,"T Zhu, Z Weng, G Chen, L Fu",2020,2020,95.01%,,,,,,,,,,,Mobile,A hybrid deep learning system for complex real-world mobile authentication,User authentication,No,mdpi.com,https://www.mdpi.com/1424-8220/20/14/3876,~\cite{zhu2020hybrid}
Hybrid Authentication,Hybrid Authentication ,PassTag: A Graphical-Textual Hybrid Fallback Authentication System,"Joon Kuy Han, Xiaojun Bi, Hyoungshick Kim, Simon S. Woo",10/1/20 0:00,2020,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3320269.3384737,~\cite{}
Hybrid Authentication,Hybrid Authentication ,Security Improvement in Mobile Banking Using Hybrid Authentication,"Milad Joudaki Zadeh, Hamid Barati",1/1/20 0:00,2020,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3369114.3369151,~\cite{}
Hybrid Authentication,Hybrid Authentication ,Preserving Privacy Scheme Using Data-CAAC Mechanism in E-Health Based on Hybrid Edge Computing,"S Padmapriya;
Shankar R;
R Thiagarajan;
S. Arun;
B.S Liya;
Gunasundari B",2021,2021,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9725544/,~\cite{}
Hybrid Authentication,Hybrid Authentication ,An AI-enabled hybrid lightweight authentication scheme for intelligent IoMT based cyber-physical systems,"M Adil, MK Khan, MM Jadoon, M Attique…",2022,2022,,,,,,,,,,,,,"A lightweight hybrid authentication, data privacy and preservation model that is constituted from supervised machine learning (SML) algorithm and a Cryptographic Parameter Based Encryption and Decryption (CPBE&D) algorithm to guarantee the authentication of legitimate IoMT-based-CPS accompanied by encrypted data transmission over the wireless communication channel",Device authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9737386/,~\cite{adil2022ai}
Hybrid Authentication,Hybrid Authentication ,A novel hybrid trustworthy decentralized authentication and data preservation model for digital healthcare IoT based CPS,"MA Almaiah, F Hajjej, A Ali, MF Pasha, O Almomani",2022,2022,,,,,,,,,,,,,A lightweight authentication and data preservation scheme for IoT based-CPS utilizing deep learning (DL) to facilitate decentralized authentication among legal devices,Device authentication,No,mdpi.com,https://www.mdpi.com/1424-8220/22/4/1448,~\cite{almaiah2022novel}
Hybrid Authentication,Hybrid Authentication ,Real-Time Lightweight Cloud-Based Access Control for Wearable IoT Devices: A Zero Trust Protocol,Atefeh Mohseni Ejiyeh,11/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3628356.3630118,~\cite{}
Hybrid Authentication,Hybrid Authentication ,Wearable Sensor-Based Behavioral User Authentication Using a Hybrid Deep Learning Approach with Squeeze-and-Excitation Mechanism,"S Mekruksavanich, A Jitpattanakul",2024,2024,99.78%,,0.38%,,,,,,,,,Wearables,An ongoing user authentication via behavioral biometrics obtained from wearable sensors,User authentication,No,mdpi.com,https://www.mdpi.com/2073-431X/13/12/337,~\cite{mekruksavanich2024wearable}
Hybrid Authentication,Hybrid Authentication ,Enhanced ECG-Based Biometric Authentication using a Hybrid CNN-LSTM Framework,"M. Mageshbabu;
J. Mohana",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10796214/,~\cite{}
Hybrid Authentication,Sensor Fusion Authentication ,WearIA: Wearable device implicit authentication based on activity information,"Y Zeng, A Pande, J Zhu…",2017,2017,97%,,,,,1%,,,,,,Wearables,A framework that does continuous and implicit authentication based on ambulatory activities performed by the user,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7974305/,~\cite{zeng2017wearia}
Hybrid Authentication,Sensor Fusion Authentication ,Hand in Motion: Enhanced Authentication Through Wrist and Mouse Movement,"Borui Li;
Wei Wang;
Yang Gao;
Vir V. Phoha;
Zhanpeng Jin",2018,2018,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8698577/,~\cite{}
Hybrid Authentication,Sensor Fusion Authentication ,Wrist-worn Wearable Sensors to Understand Insides of the Human Body,"Pekka Siirtola, Ella Peltonen, Heli Koskimäki, Henna Mönttinen",6/1/19 0:00,2019,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3325424.3329663,~\cite{}
Hybrid Authentication,Sensor Fusion Authentication ,Implementation System of Network User Abnormal Behavior Detection Algorithm Based on Data Layering,"Hongjun Zhu;
Ruijie Gan",2021,2021,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9640914/,~\cite{}
Hybrid Authentication,Sensor Fusion Authentication ,Fusion-Id: A Photoplethysmography and Motion Sensor Fusion Biometric Authenticator With Few-Shot on-Boarding,"H Kumar, HS Mousavi…",2022,2022,95%,,,,1%,,,12%,,,,Wrist band,Using wrist-worn PPG sensors fused with motion sensor data as a way to do bio authentication on wrist worn devices,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9746592/,~\cite{kumar2022fusion}
Hybrid Authentication,Sensor Fusion Authentication ,Capricorn,"Ziqi Wang, Ankur Sarker, Jason Wu, Derek Hua, Gaofeng Dong",1/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3560905.3568504,~\cite{}
Hybrid Authentication,Sensor Fusion Authentication ,Gait-based Human Identification Using Deep Learning and Multiple-position Wearable Data,"Yingrui Geng;
Yan Wang;
Xin Wang;
Chenggang Lu;
Hongnian Yu;
Menghao Yuan",2023,2023,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10272945/,~\cite{}
Hybrid Authentication,Sensor Fusion Authentication ,Cross-content User Authentication in Virtual Reality,"Wenda Shao, Shiqing Luo, Zhisheng Yan",12/1/24 0:00,2024,,,,,,,,,,,,VR,A cross-content authentication framework that verifies users across different VR content by jointly analyzing eye movements and VR content,User authentication,No,ACM,https://dl.acm.org/doi/10.1145/3636534.3696212,~\cite{shao2024cross}
Hybrid Authentication,Sensor Fusion Authentication ,Secure Communication using Mutual Authentication in Light IoT,"Raja A;
Sahana M S;
Prathibbhavani P M;
Venugopal K R",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10502725/,~\cite{}
Hybrid Authentication,Sensor Fusion Authentication ,Smart Soldier Jacket for Health Monitoring and Secured Data Transmission,"Puli Akash Chandra;
Meka Hariraja Chandra;
V. Aashritha Raj;
T. Ramakrishnaiah",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10627209/,~\cite{}
Implicit Authentication,Implicit Authentication ,Ph.D. Forum Abstract: Activity-Based Implicit Authentication for Wearable Devices,Yunze Zeng,2016,2016,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7460684/,~\cite{}
Implicit Authentication,Implicit Authentication ,WearIA: Wearable device implicit authentication based on activity information,"Yunze Zeng;
Amit Pande;
Jindan Zhu;
Prasant Mohapatra",2017,2017,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7974305/,~\cite{}
Implicit Authentication,Implicit Authentication ,Multi-modal biometric-based implicit authentication of wearable device users,"S Vhaduri, C Poellabauer",2019,2019,90% - 93%,,0.05,,,,,,,,,Wearables,"Using combinations of three types of coarse-grain minute-level biometrics: behavioral (step counts), physiological (heart rate), and hybrid (calorie burn and metabolic equivalent of task)",User authentication,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8691571/,~\cite{vhaduri2019multi}
Implicit Authentication,Implicit Authentication ,Context-dependent implicit authentication for wearable device users,"W Cheung, S Vhaduri",2020,2020,0.94 � 0.07,,0.06,0.93 � 0.08,,,,,,,,Wearables,"A context-dependent soft-biometric-based wearable authentication system utilizing the heart rate, gait, and breathing audio signals",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9217224/,~\cite{cheung2020context}
Implicit Authentication,Implicit Authentication ,Can a smartband be used for continuous implicit authentication in real life,"D Ekiz, YS Can, YC Dardagan, C Ersoy",2020,2020,,,3.96%,,,,,,,,,Smartband,"A smartband can be used for continuous physiological authentication for enhancing the security of the cloud, edge services, and IoT devices",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9044709/,~\cite{ekiz2020can}
Implicit Authentication,Implicit Authentication ,Is Implicit Authentication on Smartphones Really Popular? On Android Users’ Perception of “Smart Lock for Android”,"Masoud Mehrabi Koushki, Borke Obada-Obieh, Jun Ho Huh",10/1/20 0:00,2020,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3379503.3403544,~\cite{}
Implicit Authentication,Implicit Authentication ,Context-Dependent Implicit Authentication for Wearable Device Users,"William Cheung;
Sudip Vhaduri",2020,2020,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9217224/,~\cite{}
Implicit Authentication,Implicit Authentication ,HIAuth: A hierarchical implicit authentication system for IoT wearables using multiple biometrics,"S Vhaduri, SV Dibbo, W Cheung",2021,2021,0.98 � 0.04 (non-sedentary) and 0.94 � 0.03 (sedentary),,,0.98 � 0.03 (non-sedentary) and 0.94 � 0.04 (sedentary),,,,,,,,Wearables,"A hierarchical implicit authentication (HIAuth) system that utilizes the heart rate, gait, and breathing audio signals based on their availability to authenticate a user",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9514864/,~\cite{vhaduri2021hiauth}
Implicit Authentication,Implicit Authentication ,An Implicit Identity Authentication Method Based on Deep Connected Attention CNN for Wild Environment,"Wenqing Yang, Meilin Wang, Shihong Zou, Junhao Peng, Guosheng Xu",6/1/21 0:00,2021,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3456415.3457222,~\cite{}
Implicit Authentication,Implicit Authentication ,Mobile intelligent terminal privacy continuous protection system based on usage habits,"Yunhan Yang;
Hengji Dong;
Xiongtao Wu;
Tianxing Guo;
Xue Zhang;
Mingfeng Li",2021,2021,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9742180/,~\cite{}
Implicit Authentication,Implicit Authentication ,On-phone CNN model-based implicit authentication to secure IoT wearables,"SV Dibbo, W Cheung, S Vhaduri",2022,2022,0.92 � 0.01,,,,,,,,,,,Wearables,An authentication system for the wearables leveraging the sensing and computation power of smartphones and IoT connectivity,User authentication,No,Springer,https://link.springer.com/chapter/10.1007/978-3-030-94285-4_2,~\cite{dibbo2022phone}
Implicit Authentication,Implicit Authentication ,Excerpt of ToothSonic: Earable Authentication via Acoustic Toothprint,"Zi Wang, Yili Ren, Yingying Chen, Jie Yang",4/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3544793.3563420,~\cite{}
Implicit Authentication,Implicit Authentication ,An improved implicit authentication framework using the event-driven and context-aware approaches,X Shi,2024,2024,,,,,1.50%,,,1.50%,,,,Mobile, An improved implicit authentication framework that enhances mobile security,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10853813/,~\cite{shi2024improved}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,Improved cycle detection for accelerometer based gait authentication,"MO Derawi, P Bours, K Holien",2010,2010,,,5.70%,,,,,,,,,Mobile,An improved biometric gait recognition approach with a stable cycle detection mechanism and comparison algorithm,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/5635767/,~\cite{derawi2010improved}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,An unsupervised approach for gait-based authentication,"Guglielmo Cola;
Marco Avvenuti;
Alessio Vecchio;
Guang-Zhong Yang;
Benny Lo",2015,2015,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7299423/,~\cite{}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,Accelerometer-based speed-adaptive gait authentication method for wearable IoT devices,"F Sun, C Mao, X Fan, Y Li",2018,2018,91.75%,,,,,,,,,,,Wearables,Both the speed-adaptive gait cycle segmentation method and individualized matching threshold generation method were proposed,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8421575/,~\cite{sun2018accelerometer}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,A novel mobilephone application authentication approach based on accelerometer and gyroscope data,"G Li, P Bours",2018,2018,,,22.72%,,,,,,,,,Mobile,A mobilephone application authentication approach by analyzing the accelerometer and gyroscope data collected from the first few seconds when the user opens an application,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8553503/,~\cite{li2018novel}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,Accelerometer-based mobile device identification system for the realistic environment,"Z Ding, M Ming",2019,2019,,,,,,,,,,,,Mobile,"The system can identify the user's device by taking advantages of the data collected in a flat static state, and thus confirm the user's identity",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8827450/,~\cite{ding2019accelerometer}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,Accuth: Accelerometer-based Anti-Spoofing Voice Authentication on Wrist-worn Wearables,"F Han, P Yang, H Du, XY Li",2023,2023,92.85%,,1.91%,,,,,,,,,Wrist-worn device,An authentication system on the wrist-worn device that takes advantage of a low-cost accelerometer to verify the user's identity and resist spoofing acoustic attacks,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10250998/,~\cite{han2023accuth}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,Accuth,"Feiyu Han, Panlong Yang, Haohua Du, Xiang-Yang Li",1/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3560905.3568522,~\cite{}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,PACE: Providing Authentication through Computational Gait Evaluation with Deep learning,"Jesus Rodriguez, Jong-Hoon Youn",10/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3565287.3617618,~\cite{}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,DAP PLXENT#x1D107; : Develop pair-Authentication Protocol with DAP,"Soshi Maeda, Masora Okano, Masakatsu Nishigaki, Tetsushi Ohki",9/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3640471.3680449,~\cite{}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,A Continuous Authentication Scheme for Digital Therapeutics Using Denoising Autoencoder,"Chengling Wang, Yunru Ma, Yuexin Zhang, Ayong Ye, Li Xu",4/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3638782.3638785,~\cite{}
Motion and Sensor-based Authentication,Accelerometer-Based Authentication ,SkullID: Through-Skull Sound Conduction based Authentication for Smartglasses,"Hyejin Shin, Jun Ho Huh, Bum Jun Kwon, Iljoo Kim, Eunyong Cheon",5/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3613904.3642506,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,Activity Recognition using wearable computing,"Neamah Al-Naffakh;
Nathan Clarke;
Paul Dowland;
Fudong Li",2016,2016,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7856695/,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,Unique Digitized Activity Signature for Human Authentication,"Dipta Mukherjee;
Suman Godara;
Asif Iqbal;
Souvik Maji;
Aritra Roy",2019,2019,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8877024/,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,The Internet-of-Things based hand gestures using wearable sensors for human machine interaction,"Trung-Hieu Le;
Thanh-Hai Tran;
Cuong Pham",2019,2019,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8743542/,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,Arm movement activity based user authentication in P2P systems,"J Shin, MR Islam, MA Rahim, HJ Mun",2020,2020,98.65% and 98.70%,,,,,,,,,,,Wearables,A user identification system based on the bio signal analysis of arm movement (3-axis accelerometer & 3-axis gyroscope) and electromyography (EMG) signal using Myo armband as a wearable user authentication system in P2P system that identifies users based on the bio-signal of movement of a person�s arm,User authentication,No,Springer,https://link.springer.com/article/10.1007/s12083-019-00775-7,~\cite{shin2020arm}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,Multi-Channel Deep Networks on Sequence Data for Multi-Action Recognition,"Qianqian Qi;
Siwei Zhong;
Ye Wang;
Jun Long",2020,2020,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9526826/,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,TriboGait: A deep learning enabled triboelectric gait sensor system for human activity recognition and individual identification,"Jiarong Li, Zihan Wang, Zihao Zhao, Yuchao Jin, Jihong Yin",9/1/21 0:00,2021,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3460418.3480410,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,A Multichannel CNN-LSTM Network for Daily Activity Recognition using Smartwatch Sensor Data,"Sakorn Mekruksavanich;
Anuchit Jitpattanakul",2021,2021,,,,,,,,,,,,Smartwatch,,,,IEEE,https://ieeexplore.ieee.org/document/9425769/,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,iWOAR '23: Proceedings of the 8th international Workshop on Sensor-Based Activity Recognition and Artificial Intelligence,,10/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/proceedings/10.1145/3615834,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,iWOAR '22: Proceedings of the 7th International Workshop on Sensor-based Activity Recognition and Artificial Intelligence,,1/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/proceedings/10.1145/3558884,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,GEAR: Gaze-enabled augmented reality for human activity recognition,"Kenan Bektaş, Jannis Strecker, Simon Mayer, Dr. Kimberly Garcia",5/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3588015.3588402,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,Multi-Feature Embedding and Deep Classification for Elderly Activity Recognition,B Reddy,2023,2023,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10245833/,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,Utilizing Self-Supervised Learning for Recognizing Human Activity in Older Adults through Labeling Applications in Real-World Smart Homes,"Hui Chen, Charles Gouin-Vallerand, Kévin Bouchard, Sébastien Gaboury",9/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3677525.3678671,~\cite{}
Motion and Sensor-based Authentication,Activity Recognition Authentication ,Restricting Authentication Based on Stress Index Using Wearable Devices,"Firas Al-Husari;
Ognyan Nakov;
Natalia Nihalevska",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10778495/,~\cite{}
Motion and Sensor-based Authentication,Gyroscope-Based Authentication ,Signing in the air w/o constraints: robust gesture-based authentication for wrist wearables,"C Huang, Z Yang, H Chen…",2017,2017,90.10%,,,,,,,,,,,Wrist-worn device,A robust gesture-based authentication method that can be used under different postures,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8253995/,~\cite{huang2017signing}
Motion and Sensor-based Authentication,Gyroscope-Based Authentication ,Toward usable and accessible two-factor authentication based on the piezo-gyro channel,"Y Oren, D Arad",2022,2022,,,,,,,,,,,,Smartphone,"A one time password is automatically passed from the external token to a smartphone by selectively applying an acoustic stimulus to the phone�s microelectromechanical (MEMS) gyroscope, using a piezoelectric transducer",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9709298/,~\cite{oren2022toward}
Motion and Sensor-based Authentication,Gyroscope-Based Authentication ,Gyroscope-Based Smartphone Model Identification via WaveNet and EfficientNetV2 Ensemble,"E Kiymik, AE Öztörk",2024,2024,99.01%,,,,,,,,,,,Mobile,"A fine-tuned WaveNet model is employed to analyze the sequential nature of the gyroscope data, and an EfficientNetV2 model captures intricate time-frequency representations using Continuous Wavelet Transform (CWT) with the Morlet wavelet",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10811928/,~\cite{kiymik2024gyroscope}
Motion and Sensor-based Authentication,IMU-Based Authentication ,IMU-based gait recognition using convolutional neural networks and multi-sensor fusion,"O Dehzangi, M Taherisadr, R ChangalVala",2017,2017,91%,,,,,,,,,,,Wearable sensors,An approach for human gait identification using time-frequency (TF) expansion of human gait cycles in order to capture joint 2 dimensional (2D) spectral and temporal patterns of gait cycles,User authentication,No,mdpi.com,https://www.mdpi.com/1424-8220/17/12/2735,~\cite{dehzangi2017imu}
Motion and Sensor-based Authentication,IMU-Based Authentication ,Mandipass: Secure and usable user authentication via earphone imu,"J Liu, W Song, L Shen, J Han, X Xu…",2021,2021,90:54%,,1.28%,,,,,,,,,Earphone,"Leveraging inertial measurement units, which have been widely deployed in portable devices, to collect intracorporal biometric from the vibration of user's mandible",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9546415/,~\cite{liu2021mandipass}
Motion and Sensor-based Authentication,IMU-Based Authentication ,User Authentication via Electrical Muscle Stimulation,"Yuxin Chen, Zhuolin Yang, Ruben Abbou, Pedro Lopes, Ben Y. Zhao",5/1/21 0:00,2021,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3411764.3445441,~\cite{}
Motion and Sensor-based Authentication,IMU-Based Authentication ,Demonstrating User Authentication via Electrical Muscle Stimulation,"Yuxin Chen, Zhuolin Yang, Ruben Abbou, Pedro Lopes, Ben Y. Zhao",5/1/21 0:00,2021,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3411763.3451563,~\cite{}
Motion and Sensor-based Authentication,IMU-Based Authentication ,Dictionary Attack on IMU-based Gait Authentication,"Rajesh Kumar, Can Isik, Chilukuri Krishna Mohan",11/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3605764.3623909,~\cite{}
Motion and Sensor-based Authentication,IMU-Based Authentication ,IMU Based Human Gestures Recognition using Deep Learning for Wearable Devices,Lin Fu,4/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3584376.3584588,~\cite{}
Motion and Sensor-based Authentication,IMU-Based Authentication ,Jawthenticate: Microphone-free Speech-based Authentication using Jaw Motion and Facial Vibrations,"Tanmay Srivastava, Shijia Pan, Phuc Nguyen, Shubham Jain",4/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3625687.3625813,~\cite{}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,Motionauth: Motion-based authentication for wrist worn smart devices,"J Yang, Y Li, M Xie",2015,2015,,,5%,,,,,,,,,Wrist-worn device,"A behavioral biometric authentication method, which uses a wrist worn device to collect a user's behavioral biometrics and verify the identity of the person wearing the device",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7134097/,~\cite{yang2015motionauth}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,MotionAuth: Motion-based authentication for wrist worn smart devices,"Junshuang Yang;
Yanyan Li;
Mengjun Xie",2015,2015,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7134097/,~\cite{}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,Jekyll and Hyde: On The Double-Faced Nature of Smart-Phone Sensor Noise Injection,"Richard Matovu;
Abdul Serwadda;
David Irakiza;
Isaac Griswold-Steiner",2018,2018,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8553043/,~\cite{}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,Center-Assisted Personal Gait Authentication Using Orientation Adversarial Feature Extraction,"Yun-Lin Tsai;
Y.-W. Peter Hong",2019,2019,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8918789/,~\cite{}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,In-air Signature Authentication Using Smartwatch Motion Sensors,"Gen Li;
Lingfeng Zhang;
Hiroyuki Sato",2021,2021,,,,,,,,,,,,Smartwatch,,,,IEEE,https://ieeexplore.ieee.org/document/9529730/,~\cite{}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,Gait-based Authentication: Evaluation of Energy Consumption on Commercial Devices,"Alessio Vecchio;
Raffaele Nocerino;
Guglielmo Cola",2022,2022,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9767367/,~\cite{}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,Remote Breathing Rate Tracking in Stationary Position Using the Motion and Acoustic Sensors of Earables,"Tousif Ahmed, Md Mahbubur Rahman, Ebrahim Nemati",4/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3544548.3581265,~\cite{}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,Novel Robust-to-Motion-Artifact Detection of Atrial Fibrillation Based on PPG Only,"Ching-Hui Huang;
Duc Huy Nguyen;
Paul C.-P. Chao",2023,2023,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10325087/,~\cite{}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,Flick me once and I know it’s you! Flicking-based Implicit Authentication for Smartwatch,"Yanyan Li;
Felix Ferreira;
Mengjun Xie",2023,2023,,,,,,,,,,,,Smartwatch,,,,IEEE,https://ieeexplore.ieee.org/document/10074521/,~\cite{}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,De-anonymizing VR Avatars using Non-VR Motion Side-channels,"Mohd Sabra, Nisha Vinayaga-Sureshkanth, Ari Sharma, Anindya Maiti",5/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3643833.3656135,~\cite{}
Motion and Sensor-based Authentication,Motion Sensor Authentication ,A Hybrid Residual CNN with Channel Attention Mechanism for Continuous User Identification Using Wearable Motion Sensors,"Sakorn Mekruksavanich;
Wikanda Phaphan;
Anuchit Jitpattanakul",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10605924/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,A novel authentication method for security systems using multidimensional characteristics of cost-effective flex sensors,"Gururaj Mulay;
Akshay Yembarwar",2014,2014,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7300606/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,A platform for fusing psychological and physiological data from hybrid cloud,"Feng-Ming Sue;
Yue-Shan Chang;
Ruey-Kai Sheu",2016,2016,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7479032/,~\cite{}
